squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_def,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Liverpool,18.0,60.7,3.0,33.0,270.0,6.0,4.0,1.0,1.0,1.0,0.0,2.0,1.33,3.33,1.67,3.0,7.6,7.3,5.4,2.54,1.81,4.35,2.44,4.25,3.0,3.0,270.0,1.0,0.33,9.0,8.0,88.9,2.0,1.0,0.0,2.0,66.7,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.9,0.25,0.9,0.32,13.0,25.0,52.0,84.0,16.0,21.4,30.3,15.0,46.7,42.1,28.0,2.0,7.1,5.0,1.67,18.4,70.0,20.0,1.0,28.6,23.33,6.67,0.07,0.25,0.11,-1.6,-2.3,1517.0,1827.0,83.0,29901.0,9704.0,614.0,682.0,90.0,666.0,754.0,88.3,223.0,342.0,65.2,-1.4,49.0,137.0,47.0,11.0,159.0,1692.0,135.0,29.0,5.0,166.0,61.0,54.0,31.0,2.0,22.0,3.0,1313.0,197.0,317.0,544.0,1127.0,55.0,56.0,23.0,3.0,25.0,66.0,39.0,103.0,34.33,73.0,11.0,5.0,9.0,4.0,4.0,9.0,3.0,7.0,0.0,0.0,2.0,0.0,0.0,44.0,25.0,12.0,27.0,5.0,14.0,44.0,31.8,30.0,417.0,111.0,26.6,121.0,164.0,132.0,35.0,7.0,0.0,28.0,30.0,72.0,0.0,2198.0,178.0,552.0,1019.0,753.0,140.0,2063.0,23.0,49.0,46.9,25.0,2.0,1420.0,7034.0,4106.0,192.0,49.0,20.0,1742.0,1517.0,87.1,34.0,36.0,0.0,33.0,18.0,3.0,0.0,0.0,0.0,304.0,57.0,46.0,55.3
Manchester City,19.0,71.3,3.0,33.0,270.0,9.0,7.0,0.0,0.0,3.0,0.0,3.0,2.33,5.33,3.0,5.33,8.4,8.4,6.0,2.79,2.01,4.8,2.79,4.8,3.0,3.0,270.0,1.0,0.33,2.0,1.0,50.0,2.0,0.0,1.0,2.0,66.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.6,0.28,-0.4,-0.15,10.0,16.0,62.5,59.0,11.0,23.7,29.3,12.0,16.7,35.3,9.0,0.0,0.0,5.0,1.67,19.9,58.0,18.0,2.0,31.0,19.33,6.0,0.16,0.5,0.14,0.6,0.6,1888.0,2139.0,88.3,34743.0,9345.0,812.0,871.0,93.2,824.0,897.0,91.9,230.0,315.0,73.0,1.0,42.0,162.0,52.0,9.0,149.0,2000.0,139.0,32.0,4.0,168.0,48.0,58.0,31.0,11.0,4.0,3.0,1697.0,189.0,253.0,698.0,1284.0,58.0,60.0,14.0,3.0,21.0,48.0,39.0,92.0,30.67,78.0,7.0,2.0,2.0,2.0,2.0,14.0,4.67,14.0,0.0,0.0,0.0,0.0,0.0,44.0,28.0,10.0,25.0,9.0,19.0,44.0,43.2,25.0,274.0,92.0,33.6,37.0,131.0,106.0,22.0,7.0,1.0,15.0,26.0,28.0,1.0,2404.0,107.0,367.0,1297.0,875.0,156.0,2270.0,32.0,51.0,62.7,34.0,3.0,1844.0,8943.0,5365.0,279.0,55.0,43.0,2071.0,1888.0,91.2,26.0,30.0,0.0,26.0,24.0,4.0,0.0,0.0,0.0,233.0,37.0,24.0,60.7
Manchester Utd,18.0,56.3,3.0,33.0,270.0,7.0,7.0,0.0,0.0,8.0,0.0,2.33,2.33,4.67,2.33,4.67,3.6,3.6,3.0,1.19,1.0,2.18,1.19,2.18,3.0,3.0,270.0,2.0,0.67,11.0,10.0,81.8,2.0,1.0,0.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.21,1.0,0.33,13.0,21.0,61.9,48.0,9.0,18.8,26.8,25.0,48.0,36.1,24.0,1.0,4.2,1.0,0.33,14.8,41.0,14.0,2.0,34.1,13.67,4.67,0.17,0.5,0.09,3.4,3.4,1282.0,1547.0,82.9,24704.0,7786.0,550.0,629.0,87.4,534.0,601.0,88.9,176.0,269.0,65.4,4.0,31.0,90.0,31.0,4.0,111.0,1405.0,142.0,34.0,9.0,265.0,65.0,27.0,19.0,8.0,7.0,4.0,1103.0,205.0,239.0,490.0,908.0,51.0,59.0,18.0,6.0,21.0,60.0,18.0,61.0,20.33,46.0,5.0,2.0,3.0,5.0,5.0,13.0,4.33,13.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0,15.0,16.0,6.0,10.0,39.0,25.6,29.0,395.0,110.0,27.8,97.0,205.0,93.0,46.0,8.0,1.0,38.0,35.0,77.0,1.0,1912.0,184.0,586.0,958.0,505.0,76.0,1774.0,36.0,56.0,64.3,38.0,2.0,1204.0,6691.0,4049.0,141.0,48.0,13.0,1502.0,1282.0,85.4,36.0,51.0,0.0,30.0,28.0,7.0,0.0,0.0,1.0,241.0,46.0,29.0,61.3
Newcastle Utd,17.0,45.3,3.0,33.0,270.0,4.0,3.0,0.0,0.0,8.0,0.0,1.33,1.0,2.33,1.33,2.33,3.6,3.6,2.7,1.21,0.89,2.1,1.21,2.1,3.0,3.0,270.0,8.0,2.67,13.0,7.0,53.8,0.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,7.0,0.37,-1.0,-0.33,10.0,43.0,23.3,50.0,11.0,40.0,36.4,34.0,67.6,54.2,24.0,1.0,4.2,0.0,0.0,12.1,36.0,8.0,1.0,22.2,12.0,2.67,0.11,0.5,0.1,0.4,0.4,868.0,1131.0,76.7,18309.0,5970.0,316.0,358.0,88.3,389.0,460.0,84.6,152.0,281.0,54.1,0.3,27.0,62.0,20.0,9.0,54.0,998.0,133.0,20.0,5.0,153.0,37.0,47.0,15.0,13.0,2.0,0.0,730.0,128.0,273.0,290.0,698.0,44.0,53.0,13.0,6.0,25.0,21.0,21.0,54.0,18.0,35.0,8.0,4.0,3.0,2.0,2.0,7.0,2.33,5.0,0.0,0.0,1.0,0.0,0.0,55.0,37.0,30.0,18.0,7.0,21.0,46.0,45.7,25.0,401.0,121.0,30.2,191.0,146.0,64.0,50.0,17.0,1.0,33.0,28.0,57.0,1.0,1456.0,206.0,584.0,591.0,369.0,67.0,1322.0,29.0,48.0,60.4,34.0,1.0,895.0,5069.0,2977.0,98.0,36.0,10.0,1042.0,868.0,83.3,34.0,34.0,0.0,33.0,16.0,8.0,0.0,3.0,0.0,232.0,53.0,50.0,51.5
Norwich City,17.0,42.7,3.0,33.0,270.0,1.0,0.0,1.0,1.0,3.0,0.0,0.33,0.0,0.33,0.0,0.0,3.1,2.3,1.8,1.04,0.59,1.62,0.78,1.37,3.0,3.0,270.0,10.0,3.33,13.0,4.0,23.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,6.3,0.48,-2.7,-0.91,21.0,59.0,35.6,110.0,14.0,44.5,37.8,27.0,37.0,35.6,28.0,3.0,10.7,3.0,1.0,13.8,29.0,7.0,1.0,24.1,9.67,2.33,0.0,0.0,0.09,-2.1,-2.3,1080.0,1318.0,81.9,21419.0,6693.0,419.0,466.0,89.9,470.0,518.0,90.7,164.0,290.0,56.6,-1.8,20.0,50.0,13.0,6.0,55.0,1176.0,142.0,38.0,2.0,215.0,37.0,31.0,13.0,10.0,3.0,0.0,910.0,130.0,278.0,433.0,761.0,41.0,51.0,17.0,6.0,22.0,27.0,18.0,41.0,13.67,31.0,2.0,2.0,3.0,2.0,2.0,2.0,0.67,1.0,0.0,0.0,0.0,1.0,1.0,55.0,38.0,34.0,19.0,2.0,27.0,61.0,44.3,34.0,472.0,117.0,24.8,210.0,185.0,77.0,49.0,15.0,1.0,34.0,53.0,82.0,1.0,1691.0,313.0,826.0,687.0,262.0,42.0,1552.0,24.0,55.0,43.6,29.0,2.0,1029.0,4943.0,2680.0,83.0,18.0,9.0,1262.0,1080.0,85.6,33.0,26.0,0.0,19.0,36.0,7.0,1.0,0.0,1.0,188.0,21.0,39.0,35.0
Southampton,18.0,50.7,3.0,33.0,270.0,3.0,1.0,1.0,1.0,5.0,0.0,1.0,0.33,1.33,0.67,1.0,5.1,4.4,3.6,1.71,1.21,2.92,1.45,2.66,3.0,3.0,270.0,6.0,2.0,13.0,7.0,53.8,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.9,0.45,-0.1,-0.03,11.0,50.0,22.0,48.0,13.0,56.3,46.2,27.0,85.2,64.3,27.0,3.0,11.1,0.0,0.0,10.3,35.0,11.0,3.0,31.4,11.67,3.67,0.06,0.18,0.14,-2.1,-2.4,981.0,1295.0,75.8,17409.0,5845.0,457.0,518.0,88.2,406.0,504.0,80.6,98.0,221.0,44.3,-2.6,25.0,78.0,16.0,6.0,81.0,1140.0,155.0,36.0,2.0,171.0,20.0,30.0,19.0,14.0,4.0,0.0,845.0,177.0,273.0,261.0,857.0,62.0,64.0,19.0,0.0,26.0,33.0,33.0,55.0,18.33,33.0,4.0,3.0,4.0,7.0,7.0,5.0,1.67,2.0,0.0,0.0,1.0,1.0,1.0,72.0,42.0,31.0,21.0,20.0,15.0,51.0,29.4,36.0,523.0,161.0,30.8,188.0,208.0,127.0,37.0,10.0,2.0,27.0,50.0,66.0,0.0,1681.0,163.0,480.0,796.0,512.0,71.0,1527.0,34.0,65.0,52.3,39.0,4.0,1009.0,5458.0,3339.0,154.0,49.0,14.0,1207.0,981.0,81.3,41.0,42.0,0.0,33.0,31.0,0.0,1.0,0.0,0.0,266.0,38.0,65.0,36.9
Tottenham,17.0,45.0,3.0,33.0,270.0,3.0,1.0,1.0,1.0,9.0,0.0,1.0,0.33,1.33,0.67,1.0,3.7,3.0,2.1,1.25,0.69,1.93,0.99,1.68,3.0,3.0,270.0,0.0,0.0,11.0,11.0,100.0,3.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.4,0.13,1.4,0.46,24.0,49.0,49.0,42.0,10.0,66.7,45.4,30.0,70.0,51.8,36.0,0.0,0.0,1.0,0.33,12.9,36.0,15.0,3.0,41.7,12.0,5.0,0.06,0.13,0.08,-0.7,-1.0,969.0,1211.0,80.0,18493.0,6386.0,437.0,477.0,91.6,402.0,469.0,85.7,115.0,225.0,51.1,-1.1,25.0,81.0,28.0,2.0,89.0,1075.0,136.0,31.0,3.0,139.0,31.0,28.0,17.0,6.0,8.0,0.0,825.0,129.0,257.0,219.0,855.0,45.0,55.0,11.0,3.0,21.0,29.0,22.0,53.0,17.67,35.0,5.0,2.0,4.0,7.0,7.0,6.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,59.0,28.0,28.0,24.0,7.0,14.0,46.0,30.4,32.0,440.0,107.0,24.3,188.0,191.0,61.0,70.0,21.0,0.0,49.0,52.0,74.0,0.0,1603.0,191.0,492.0,745.0,444.0,79.0,1469.0,23.0,54.0,42.6,28.0,2.0,966.0,4456.0,2418.0,93.0,30.0,12.0,1169.0,969.0,82.9,33.0,36.0,0.0,26.0,31.0,5.0,1.0,0.0,0.0,200.0,39.0,53.0,42.4
Watford,19.0,41.0,3.0,33.0,270.0,3.0,2.0,0.0,0.0,6.0,0.0,1.0,0.67,1.67,1.0,1.67,2.6,2.6,2.2,0.87,0.74,1.6,0.87,1.6,3.0,3.0,270.0,5.0,1.67,12.0,8.0,66.7,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,4.1,0.26,-0.9,-0.3,13.0,37.0,35.1,71.0,18.0,38.0,36.9,25.0,40.0,39.5,32.0,2.0,6.3,0.0,0.0,11.8,31.0,9.0,1.0,29.0,10.33,3.0,0.1,0.33,0.09,0.4,0.4,958.0,1213.0,79.0,20907.0,6914.0,284.0,335.0,84.8,493.0,563.0,87.6,173.0,274.0,63.1,-0.2,27.0,53.0,16.0,3.0,84.0,1074.0,139.0,35.0,1.0,147.0,41.0,31.0,7.0,3.0,3.0,0.0,764.0,161.0,288.0,258.0,777.0,55.0,64.0,25.0,2.0,24.0,39.0,36.0,53.0,17.67,40.0,2.0,6.0,2.0,3.0,3.0,5.0,1.67,3.0,0.0,0.0,1.0,1.0,1.0,44.0,22.0,30.0,13.0,1.0,11.0,41.0,26.8,30.0,361.0,94.0,26.0,132.0,163.0,66.0,36.0,11.0,1.0,25.0,38.0,78.0,0.0,1555.0,256.0,724.0,598.0,319.0,53.0,1420.0,25.0,42.0,59.5,28.0,5.0,977.0,4731.0,2761.0,100.0,23.0,20.0,1120.0,958.0,85.5,32.0,40.0,0.0,38.0,32.0,2.0,0.0,1.0,0.0,217.0,52.0,43.0,54.7
West Ham,16.0,50.7,3.0,33.0,270.0,10.0,8.0,0.0,1.0,1.0,0.0,3.33,2.67,6.0,3.33,6.0,6.0,5.7,5.1,1.99,1.7,3.69,1.89,3.59,3.0,3.0,270.0,5.0,1.67,6.0,1.0,16.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.1,0.52,-1.9,-0.62,19.0,40.0,47.5,45.0,9.0,57.8,44.4,20.0,70.0,48.3,25.0,2.0,8.0,0.0,0.0,13.6,50.0,18.0,1.0,36.0,16.67,6.0,0.2,0.56,0.11,4.0,4.3,1218.0,1499.0,81.3,24424.0,7723.0,477.0,535.0,89.2,517.0,596.0,86.7,204.0,307.0,66.4,2.9,37.0,91.0,34.0,10.0,114.0,1354.0,145.0,19.0,1.0,194.0,53.0,53.0,21.0,13.0,5.0,2.0,1001.0,211.0,287.0,400.0,916.0,53.0,76.0,21.0,5.0,25.0,30.0,38.0,78.0,26.0,55.0,9.0,4.0,6.0,2.0,2.0,17.0,5.67,15.0,0.0,0.0,1.0,0.0,0.0,53.0,28.0,31.0,15.0,7.0,12.0,33.0,36.4,21.0,343.0,108.0,31.5,120.0,157.0,66.0,29.0,11.0,0.0,18.0,18.0,64.0,1.0,1798.0,149.0,505.0,817.0,607.0,103.0,1657.0,17.0,30.0,56.7,19.0,1.0,1147.0,6143.0,3341.0,139.0,55.0,14.0,1429.0,1218.0,85.2,28.0,36.0,0.0,21.0,17.0,5.0,1.0,0.0,0.0,234.0,54.0,58.0,48.2
Wolves,17.0,49.0,3.0,33.0,270.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,4.3,3.1,1.43,1.02,2.44,1.43,2.44,3.0,3.0,270.0,3.0,1.0,13.0,11.0,84.6,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.8,0.23,0.8,0.28,8.0,17.0,47.1,48.0,15.0,27.1,33.2,11.0,36.4,35.2,12.0,2.0,16.7,3.0,1.0,15.8,57.0,14.0,0.0,24.6,19.0,4.67,0.0,0.0,0.08,-4.3,-4.3,1165.0,1418.0,82.2,25162.0,7815.0,399.0,451.0,88.5,513.0,582.0,88.1,242.0,335.0,72.2,-3.1,42.0,84.0,26.0,7.0,106.0,1296.0,122.0,30.0,3.0,160.0,69.0,54.0,14.0,2.0,8.0,1.0,952.0,223.0,243.0,505.0,765.0,40.0,61.0,27.0,10.0,24.0,32.0,44.0,87.0,29.0,64.0,3.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,42.0,28.0,28.0,10.0,24.0,48.0,50.0,24.0,430.0,136.0,31.6,159.0,193.0,78.0,25.0,7.0,0.0,18.0,53.0,80.0,0.0,1797.0,163.0,587.0,815.0,531.0,88.0,1680.0,45.0,66.0,68.2,51.0,3.0,1233.0,6264.0,3682.0,163.0,47.0,22.0,1378.0,1165.0,84.5,34.0,31.0,0.0,26.0,22.0,11.0,0.0,1.0,0.0,237.0,43.0,35.0,55.1
