squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_def,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Liverpool,17.0,58.5,2.0,22.0,180.0,5.0,4.0,0.0,0.0,1.0,0.0,2.5,2.0,4.5,2.5,4.5,5.0,5.0,4.0,2.48,1.99,4.47,2.48,4.47,2.0,2.0,180.0,0.0,0.0,7.0,7.0,100.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,0.26,1.5,0.76,12.0,22.0,54.5,62.0,9.0,24.2,32.1,14.0,50.0,43.9,22.0,1.0,4.5,3.0,1.5,19.3,47.0,14.0,1.0,29.8,23.5,7.0,0.11,0.36,0.11,0.0,0.0,900.0,1092.0,82.4,18782.0,6363.0,329.0,367.0,89.6,410.0,469.0,87.4,156.0,232.0,67.2,0.0,34.0,75.0,29.0,7.0,97.0,993.0,99.0,24.0,4.0,95.0,44.0,30.0,19.0,1.0,13.0,3.0,764.0,118.0,210.0,292.0,698.0,33.0,40.0,13.0,3.0,16.0,46.0,19.0,71.0,35.5,50.0,6.0,5.0,6.0,3.0,3.0,8.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,28.0,15.0,10.0,13.0,5.0,11.0,37.0,29.7,26.0,303.0,74.0,24.4,99.0,117.0,87.0,19.0,3.0,0.0,16.0,20.0,56.0,0.0,1333.0,129.0,410.0,593.0,396.0,97.0,1234.0,18.0,37.0,48.6,20.0,1.0,836.0,4004.0,2435.0,102.0,20.0,17.0,1045.0,900.0,86.1,21.0,18.0,0.0,20.0,15.0,3.0,0.0,0.0,0.0,171.0,42.0,35.0,54.5
Manchester City,19.0,66.5,2.0,22.0,180.0,4.0,3.0,0.0,0.0,2.0,0.0,2.0,1.5,3.5,2.0,3.5,4.6,4.6,2.9,2.29,1.44,3.72,2.29,3.72,2.0,2.0,180.0,1.0,0.5,2.0,1.0,50.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,0.28,-0.4,-0.22,7.0,9.0,77.8,26.0,9.0,30.8,32.1,8.0,12.5,33.8,7.0,0.0,0.0,4.0,2.0,19.8,33.0,8.0,2.0,24.2,16.5,4.0,0.12,0.5,0.14,-0.6,-0.6,1171.0,1331.0,88.0,22183.0,5996.0,482.0,523.0,92.2,519.0,561.0,92.5,155.0,207.0,74.9,0.1,21.0,120.0,31.0,2.0,102.0,1244.0,87.0,22.0,1.0,103.0,38.0,38.0,17.0,7.0,3.0,2.0,1025.0,137.0,169.0,447.0,777.0,38.0,37.0,12.0,1.0,10.0,33.0,27.0,51.0,25.5,39.0,6.0,1.0,2.0,2.0,2.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,33.0,20.0,8.0,18.0,7.0,14.0,34.0,41.2,20.0,188.0,58.0,30.9,21.0,87.0,80.0,17.0,6.0,1.0,11.0,15.0,21.0,1.0,1525.0,64.0,228.0,844.0,555.0,104.0,1441.0,24.0,37.0,64.9,26.0,2.0,1167.0,6097.0,3570.0,181.0,37.0,30.0,1279.0,1171.0,91.6,19.0,27.0,0.0,21.0,17.0,3.0,0.0,0.0,0.0,162.0,28.0,14.0,66.7
Manchester Utd,15.0,56.5,2.0,22.0,180.0,6.0,6.0,0.0,0.0,4.0,0.0,3.0,3.0,6.0,3.0,6.0,2.9,2.9,2.7,1.47,1.33,2.79,1.47,2.79,2.0,2.0,180.0,2.0,1.0,6.0,5.0,66.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.9,0.15,-0.1,-0.05,9.0,14.0,64.3,36.0,6.0,13.9,23.9,17.0,52.9,36.3,13.0,0.0,0.0,0.0,0.0,8.3,31.0,11.0,1.0,35.5,15.5,5.5,0.19,0.55,0.1,3.1,3.1,801.0,978.0,81.9,15429.0,5200.0,342.0,394.0,86.8,338.0,386.0,87.6,107.0,164.0,65.2,3.3,25.0,60.0,23.0,3.0,73.0,877.0,101.0,23.0,6.0,222.0,43.0,17.0,12.0,5.0,4.0,3.0,678.0,149.0,151.0,319.0,548.0,38.0,45.0,15.0,3.0,19.0,51.0,14.0,50.0,25.0,39.0,4.0,2.0,2.0,3.0,3.0,12.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,29.0,18.0,10.0,13.0,6.0,9.0,25.0,36.0,16.0,281.0,81.0,28.8,59.0,150.0,72.0,29.0,4.0,0.0,25.0,25.0,61.0,0.0,1246.0,123.0,405.0,595.0,341.0,50.0,1150.0,30.0,47.0,63.8,32.0,2.0,768.0,4357.0,2625.0,89.0,33.0,7.0,949.0,801.0,84.4,22.0,38.0,0.0,21.0,21.0,4.0,0.0,0.0,1.0,166.0,35.0,15.0,70.0
Newcastle Utd,17.0,50.0,2.0,22.0,180.0,2.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,1.0,2.0,2.2,2.2,1.7,1.09,0.84,1.94,1.09,1.94,2.0,2.0,180.0,6.0,3.0,8.0,3.0,37.5,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.7,0.36,-1.3,-0.66,4.0,24.0,16.7,36.0,7.0,33.3,31.7,21.0,57.1,47.8,12.0,0.0,0.0,0.0,0.0,14.5,26.0,4.0,0.0,15.4,13.0,2.0,0.08,0.5,0.08,-0.2,-0.2,649.0,823.0,78.9,13396.0,4012.0,231.0,259.0,89.2,306.0,356.0,86.0,104.0,188.0,55.3,0.3,20.0,47.0,15.0,8.0,36.0,727.0,96.0,16.0,3.0,95.0,20.0,37.0,11.0,9.0,2.0,0.0,557.0,89.0,177.0,224.0,506.0,29.0,40.0,8.0,3.0,19.0,13.0,11.0,38.0,19.0,26.0,6.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0,13.0,10.0,3.0,11.0,22.0,50.0,11.0,223.0,74.0,33.2,104.0,81.0,38.0,31.0,8.0,1.0,23.0,14.0,44.0,0.0,1028.0,140.0,397.0,436.0,258.0,47.0,932.0,18.0,30.0,60.0,21.0,0.0,647.0,3788.0,2233.0,75.0,26.0,7.0,778.0,649.0,83.4,20.0,20.0,0.0,22.0,11.0,3.0,0.0,2.0,0.0,152.0,33.0,41.0,44.6
Norwich City,16.0,41.5,2.0,22.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0.73,0.52,1.25,0.73,1.25,2.0,2.0,180.0,8.0,4.0,10.0,3.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,4.8,0.48,-2.2,-1.11,14.0,41.0,34.1,85.0,11.0,43.5,36.5,17.0,23.5,28.5,21.0,3.0,14.3,1.0,0.5,10.9,16.0,4.0,0.0,25.0,8.0,2.0,0.0,0.0,0.12,-1.5,-1.5,772.0,920.0,83.9,15139.0,4529.0,308.0,337.0,91.4,332.0,356.0,93.3,114.0,195.0,58.5,-1.0,11.0,32.0,5.0,3.0,30.0,833.0,87.0,29.0,2.0,159.0,25.0,19.0,4.0,3.0,1.0,0.0,669.0,82.0,169.0,313.0,537.0,23.0,27.0,13.0,5.0,17.0,19.0,12.0,19.0,9.5,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,28.0,27.0,10.0,0.0,15.0,39.0,38.5,24.0,298.0,77.0,25.8,165.0,96.0,37.0,34.0,13.0,1.0,21.0,42.0,49.0,1.0,1155.0,245.0,618.0,464.0,123.0,24.0,1072.0,18.0,39.0,46.2,21.0,1.0,718.0,3220.0,1724.0,51.0,7.0,7.0,893.0,772.0,86.5,19.0,14.0,0.0,11.0,27.0,5.0,0.0,0.0,1.0,109.0,11.0,26.0,29.7
Southampton,16.0,44.0,2.0,22.0,180.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,1.0,0.5,1.0,1.5,1.5,1.4,0.76,0.69,1.45,0.76,1.45,2.0,2.0,180.0,4.0,2.0,9.0,5.0,55.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.3,0.48,0.3,0.16,9.0,40.0,22.5,34.0,7.0,64.7,49.3,20.0,90.0,68.2,20.0,2.0,10.0,0.0,0.0,9.5,14.0,6.0,2.0,42.9,7.0,3.0,0.07,0.17,0.11,-0.5,-0.5,508.0,737.0,68.9,9546.0,3293.0,219.0,260.0,84.2,213.0,282.0,75.5,65.0,157.0,41.4,-0.4,10.0,35.0,8.0,3.0,45.0,629.0,108.0,22.0,1.0,91.0,14.0,16.0,15.0,11.0,3.0,0.0,423.0,107.0,207.0,166.0,443.0,47.0,45.0,9.0,0.0,19.0,19.0,23.0,20.0,10.0,9.0,3.0,1.0,0.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,31.0,22.0,16.0,15.0,10.0,33.0,30.3,23.0,407.0,112.0,27.5,148.0,166.0,93.0,25.0,8.0,1.0,17.0,41.0,49.0,0.0,998.0,111.0,315.0,472.0,261.0,37.0,890.0,21.0,41.0,51.2,25.0,3.0,546.0,2724.0,1582.0,72.0,20.0,7.0,671.0,508.0,75.7,29.0,23.0,0.0,27.0,21.0,0.0,0.0,0.0,0.0,168.0,29.0,45.0,39.2
Tottenham,16.0,38.5,2.0,22.0,180.0,2.0,1.0,1.0,1.0,6.0,0.0,1.0,0.5,1.5,0.5,1.0,2.8,2.1,1.4,1.41,0.69,2.09,1.03,1.71,2.0,2.0,180.0,0.0,0.0,10.0,10.0,100.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.4,0.14,1.4,0.69,21.0,41.0,51.2,30.0,8.0,70.0,46.6,26.0,76.9,55.5,29.0,0.0,0.0,0.0,0.0,13.8,21.0,7.0,0.0,33.3,10.5,3.5,0.05,0.14,0.1,-0.8,-1.1,532.0,698.0,76.2,10346.0,4183.0,236.0,261.0,90.4,215.0,264.0,81.4,69.0,143.0,48.3,-0.4,16.0,39.0,10.0,0.0,45.0,608.0,90.0,19.0,3.0,95.0,12.0,11.0,7.0,4.0,3.0,0.0,445.0,72.0,181.0,149.0,450.0,34.0,36.0,9.0,1.0,15.0,23.0,15.0,33.0,16.5,20.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,41.0,22.0,22.0,16.0,3.0,10.0,36.0,27.8,26.0,313.0,79.0,25.2,151.0,128.0,34.0,49.0,17.0,0.0,32.0,37.0,48.0,0.0,967.0,156.0,378.0,431.0,206.0,37.0,881.0,15.0,37.0,40.5,19.0,2.0,506.0,2316.0,1272.0,42.0,17.0,5.0,671.0,532.0,79.3,27.0,26.0,0.0,18.0,17.0,3.0,1.0,0.0,0.0,140.0,26.0,38.0,40.6
Watford,16.0,40.5,2.0,22.0,180.0,3.0,2.0,0.0,0.0,3.0,0.0,1.5,1.0,2.5,1.5,2.5,2.0,2.0,1.6,0.99,0.82,1.81,0.99,1.81,2.0,2.0,180.0,4.0,2.0,4.0,1.0,25.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.9,0.48,-1.1,-0.56,8.0,23.0,34.8,42.0,8.0,40.5,36.5,16.0,37.5,41.3,21.0,2.0,9.5,0.0,0.0,11.9,22.0,8.0,0.0,36.4,11.0,4.0,0.14,0.38,0.09,1.0,1.0,631.0,808.0,78.1,13802.0,4764.0,186.0,219.0,84.9,323.0,377.0,85.7,118.0,189.0,62.4,0.4,19.0,45.0,13.0,1.0,67.0,717.0,91.0,26.0,1.0,87.0,25.0,20.0,4.0,1.0,2.0,0.0,506.0,110.0,192.0,185.0,512.0,33.0,39.0,14.0,1.0,19.0,26.0,19.0,37.0,18.5,29.0,1.0,3.0,2.0,2.0,2.0,5.0,2.5,3.0,0.0,0.0,1.0,1.0,1.0,26.0,14.0,18.0,8.0,0.0,3.0,24.0,12.5,21.0,258.0,72.0,27.9,84.0,123.0,51.0,25.0,7.0,1.0,18.0,32.0,51.0,0.0,1032.0,152.0,478.0,388.0,225.0,37.0,946.0,19.0,32.0,59.4,22.0,5.0,642.0,3072.0,1858.0,67.0,16.0,14.0,761.0,631.0,82.9,18.0,26.0,0.0,24.0,24.0,1.0,0.0,1.0,0.0,155.0,37.0,30.0,55.2
West Ham,15.0,53.0,2.0,22.0,180.0,8.0,7.0,0.0,1.0,0.0,0.0,4.0,3.5,7.5,4.0,7.5,4.8,4.5,4.3,2.38,2.13,4.51,2.23,4.36,2.0,2.0,180.0,3.0,1.5,4.0,1.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.1,0.53,-0.9,-0.45,17.0,31.0,54.8,35.0,8.0,60.0,43.8,14.0,71.4,50.1,18.0,1.0,5.6,0.0,0.0,13.7,36.0,14.0,1.0,38.9,18.0,7.0,0.22,0.57,0.12,3.2,3.5,888.0,1073.0,82.8,17985.0,5428.0,338.0,380.0,88.9,380.0,431.0,88.2,151.0,219.0,68.9,2.7,28.0,59.0,20.0,6.0,74.0,982.0,91.0,11.0,0.0,151.0,37.0,31.0,16.0,10.0,3.0,2.0,741.0,138.0,194.0,297.0,656.0,34.0,44.0,15.0,4.0,17.0,21.0,24.0,58.0,29.0,41.0,7.0,3.0,3.0,2.0,2.0,15.0,7.5,13.0,0.0,0.0,1.0,0.0,0.0,36.0,25.0,20.0,11.0,5.0,6.0,18.0,33.3,12.0,237.0,76.0,32.1,86.0,108.0,43.0,19.0,7.0,0.0,12.0,11.0,37.0,0.0,1262.0,106.0,360.0,580.0,417.0,61.0,1173.0,12.0,21.0,57.1,14.0,1.0,827.0,4495.0,2467.0,107.0,45.0,10.0,1039.0,888.0,85.5,13.0,23.0,0.0,11.0,12.0,4.0,1.0,0.0,0.0,147.0,40.0,27.0,59.7
Wolves,16.0,51.5,2.0,22.0,180.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.2,1.23,1.08,2.31,1.23,2.31,2.0,2.0,180.0,2.0,1.0,10.0,9.0,90.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.5,0.27,1.5,0.75,4.0,9.0,44.4,31.0,9.0,22.6,31.7,7.0,28.6,29.6,5.0,0.0,0.0,2.0,1.0,14.4,42.0,9.0,0.0,21.4,21.0,4.5,0.0,0.0,0.06,-2.5,-2.5,802.0,966.0,83.0,17958.0,5283.0,254.0,287.0,88.5,361.0,408.0,88.5,183.0,243.0,75.3,-2.2,32.0,58.0,18.0,5.0,78.0,879.0,87.0,18.0,3.0,104.0,55.0,40.0,9.0,1.0,5.0,1.0,657.0,141.0,168.0,365.0,507.0,17.0,49.0,17.0,5.0,17.0,22.0,31.0,64.0,32.0,50.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,32.0,22.0,22.0,6.0,21.0,39.0,53.8,18.0,311.0,92.0,29.6,102.0,146.0,63.0,19.0,5.0,0.0,14.0,41.0,51.0,0.0,1243.0,103.0,385.0,567.0,383.0,68.0,1161.0,34.0,52.0,65.4,38.0,1.0,853.0,4318.0,2516.0,119.0,33.0,21.0,936.0,802.0,85.7,24.0,24.0,0.0,19.0,13.0,6.0,0.0,1.0,0.0,161.0,29.0,24.0,54.7
