squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_def,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Liverpool,21.0,59.8,5.0,55.0,450.0,12.0,7.0,1.0,1.0,5.0,0.0,2.4,1.4,3.8,2.2,3.6,14.5,14.2,10.1,2.89,2.01,4.91,2.83,4.85,5.0,5.0,450.0,1.0,0.2,15.0,14.0,93.3,4.0,1.0,0.0,4.0,80.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,3.6,0.26,2.6,0.53,26.0,47.0,55.3,142.0,22.0,23.2,31.4,26.0,53.8,43.3,49.0,5.0,10.2,7.0,1.4,17.2,125.0,38.0,2.0,30.4,25.0,7.6,0.09,0.29,0.12,-2.5,-3.2,2418.0,2908.0,83.1,48205.0,16248.0,936.0,1044.0,89.7,1083.0,1219.0,88.8,368.0,552.0,66.7,-3.1,86.0,223.0,70.0,18.0,254.0,2675.0,233.0,53.0,8.0,296.0,92.0,81.0,52.0,3.0,41.0,3.0,2047.0,359.0,502.0,818.0,1840.0,83.0,96.0,32.0,8.0,41.0,90.0,70.0,192.0,38.4,132.0,19.0,10.0,23.0,7.0,7.0,17.0,3.4,11.0,1.0,0.0,5.0,0.0,0.0,76.0,46.0,27.0,37.0,12.0,24.0,67.0,35.8,43.0,691.0,196.0,28.4,198.0,279.0,214.0,65.0,15.0,0.0,50.0,58.0,115.0,0.0,3554.0,322.0,962.0,1602.0,1200.0,222.0,3321.0,40.0,90.0,44.4,42.0,4.0,2271.0,11230.0,6541.0,302.0,74.0,37.0,2762.0,2418.0,87.5,59.0,61.0,0.0,58.0,36.0,8.0,0.0,0.0,0.0,484.0,83.0,60.0,58.0
Manchester City,20.0,67.8,5.0,55.0,450.0,10.0,7.0,0.0,0.0,5.0,0.0,2.0,1.4,3.4,2.0,3.4,12.2,12.2,8.8,2.43,1.76,4.19,2.43,4.19,5.0,5.0,450.0,1.0,0.2,5.0,4.0,80.0,3.0,1.0,1.0,4.0,80.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.9,0.18,-0.1,-0.02,16.0,24.0,66.7,111.0,26.0,18.9,27.2,23.0,13.0,30.5,20.0,0.0,0.0,7.0,1.4,18.3,99.0,27.0,3.0,27.3,19.8,5.4,0.1,0.37,0.12,-2.2,-2.2,2920.0,3324.0,87.8,54946.0,15396.0,1193.0,1289.0,92.6,1336.0,1454.0,91.9,363.0,497.0,73.0,-1.8,72.0,240.0,80.0,15.0,246.0,3098.0,226.0,49.0,6.0,332.0,77.0,96.0,47.0,19.0,9.0,3.0,2596.0,338.0,390.0,1046.0,2019.0,87.0,101.0,36.0,10.0,32.0,78.0,64.0,156.0,31.2,129.0,10.0,5.0,7.0,4.0,4.0,15.0,3.0,14.0,0.0,0.0,1.0,0.0,0.0,74.0,45.0,27.0,35.0,12.0,24.0,63.0,38.1,39.0,517.0,148.0,28.6,100.0,246.0,171.0,45.0,15.0,1.0,30.0,53.0,78.0,1.0,3831.0,219.0,751.0,2049.0,1280.0,239.0,3609.0,52.0,87.0,59.8,56.0,5.0,2856.0,14245.0,8455.0,406.0,85.0,62.0,3207.0,2920.0,91.1,55.0,50.0,0.0,42.0,38.0,12.0,0.0,0.0,0.0,380.0,71.0,49.0,59.2
Manchester Utd,20.0,59.0,5.0,55.0,450.0,13.0,11.0,0.0,0.0,9.0,0.0,2.6,2.2,4.8,2.6,4.8,7.6,7.6,5.2,1.51,1.05,2.56,1.51,2.56,5.0,5.0,450.0,4.0,0.8,18.0,15.0,77.8,4.0,1.0,0.0,1.0,20.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,5.0,0.26,2.0,0.41,17.0,25.0,68.0,69.0,16.0,17.4,27.2,39.0,33.3,32.0,37.0,2.0,5.4,1.0,0.2,12.2,79.0,30.0,2.0,38.0,15.8,6.0,0.16,0.43,0.1,5.4,5.4,2459.0,2877.0,85.5,45695.0,13785.0,1094.0,1207.0,90.6,1029.0,1150.0,89.5,297.0,428.0,69.4,5.8,62.0,213.0,49.0,4.0,210.0,2659.0,218.0,46.0,12.0,402.0,107.0,63.0,37.0,15.0,17.0,5.0,2183.0,331.0,363.0,964.0,1685.0,73.0,87.0,34.0,7.0,37.0,81.0,52.0,126.0,25.2,98.0,12.0,4.0,7.0,5.0,5.0,23.0,4.6,21.0,0.0,0.0,2.0,0.0,0.0,69.0,43.0,28.0,28.0,13.0,19.0,65.0,29.2,46.0,609.0,182.0,29.9,162.0,294.0,153.0,71.0,18.0,1.0,53.0,51.0,117.0,1.0,3467.0,277.0,897.0,1708.0,1105.0,147.0,3254.0,58.0,91.0,63.7,63.0,6.0,2317.0,12597.0,7609.0,322.0,97.0,31.0,2805.0,2459.0,87.7,55.0,73.0,0.0,47.0,35.0,8.0,0.0,1.0,1.0,392.0,65.0,49.0,57.0
Newcastle Utd,21.0,41.2,5.0,55.0,450.0,6.0,5.0,0.0,0.0,10.0,0.0,1.2,1.0,2.2,1.2,2.2,5.6,5.6,4.1,1.12,0.81,1.93,1.12,1.93,5.0,5.0,450.0,13.0,2.6,28.0,17.0,60.7,0.0,2.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,10.4,0.29,-2.6,-0.52,33.0,93.0,35.5,101.0,16.0,54.5,44.4,54.0,70.4,55.0,47.0,3.0,6.4,0.0,0.0,11.6,65.0,19.0,1.0,29.2,13.0,3.8,0.09,0.32,0.09,0.4,0.4,1401.0,1823.0,76.9,29689.0,10050.0,534.0,613.0,87.1,599.0,703.0,85.2,252.0,455.0,55.4,0.9,47.0,101.0,30.0,12.0,90.0,1604.0,219.0,42.0,6.0,237.0,65.0,64.0,22.0,16.0,6.0,0.0,1164.0,222.0,437.0,479.0,1105.0,77.0,81.0,20.0,10.0,42.0,39.0,37.0,95.0,19.0,64.0,9.0,8.0,8.0,3.0,3.0,11.0,2.2,9.0,0.0,0.0,1.0,0.0,0.0,93.0,61.0,54.0,27.0,12.0,29.0,68.0,42.6,39.0,618.0,188.0,30.4,289.0,232.0,97.0,92.0,28.0,1.0,64.0,54.0,113.0,1.0,2400.0,372.0,987.0,946.0,605.0,116.0,2181.0,42.0,71.0,59.2,48.0,2.0,1418.0,8070.0,4757.0,165.0,56.0,24.0,1698.0,1401.0,82.5,50.0,62.0,0.0,44.0,36.0,12.0,0.0,3.0,0.0,363.0,80.0,68.0,54.1
Norwich City,21.0,45.0,5.0,55.0,450.0,2.0,1.0,1.0,1.0,6.0,0.0,0.4,0.2,0.6,0.2,0.4,4.7,3.9,3.0,0.93,0.59,1.53,0.78,1.37,5.0,5.0,450.0,14.0,2.8,27.0,13.0,48.1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,11.0,0.42,-2.0,-0.39,36.0,95.0,37.9,171.0,20.0,44.4,37.9,46.0,41.3,38.3,44.0,3.0,6.8,4.0,0.8,14.1,51.0,12.0,3.0,23.5,10.2,2.4,0.02,0.08,0.08,-2.7,-2.9,1754.0,2179.0,80.5,34594.0,11502.0,700.0,781.0,89.6,753.0,850.0,88.6,262.0,469.0,55.9,-2.0,35.0,99.0,35.0,11.0,122.0,1932.0,247.0,61.0,3.0,361.0,63.0,52.0,21.0,15.0,5.0,0.0,1463.0,255.0,461.0,634.0,1306.0,74.0,100.0,25.0,6.0,40.0,41.0,43.0,73.0,14.6,54.0,6.0,2.0,4.0,5.0,5.0,4.0,0.8,3.0,0.0,0.0,0.0,1.0,1.0,90.0,55.0,52.0,32.0,6.0,45.0,110.0,40.9,65.0,794.0,200.0,25.2,361.0,288.0,145.0,77.0,30.0,1.0,47.0,79.0,125.0,2.0,2786.0,487.0,1265.0,1135.0,528.0,91.0,2545.0,42.0,88.0,47.7,51.0,3.0,1681.0,8129.0,4426.0,145.0,42.0,11.0,2051.0,1754.0,85.5,56.0,50.0,0.0,40.0,59.0,8.0,1.0,0.0,1.0,336.0,58.0,79.0,42.3
Southampton,18.0,46.0,5.0,55.0,450.0,3.0,1.0,1.0,1.0,10.0,0.0,0.6,0.2,0.8,0.4,0.6,6.3,5.5,4.5,1.26,0.9,2.16,1.11,2.01,5.0,5.0,450.0,6.0,1.2,17.0,11.0,64.7,0.0,4.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.9,0.41,0.9,0.19,24.0,89.0,27.0,104.0,19.0,51.0,42.6,42.0,85.7,63.8,53.0,7.0,13.2,0.0,0.0,12.4,56.0,15.0,3.0,26.8,11.2,3.0,0.04,0.13,0.11,-3.3,-3.5,1561.0,2058.0,75.9,28900.0,9820.0,676.0,769.0,87.9,681.0,830.0,82.0,176.0,382.0,46.1,-3.5,39.0,117.0,29.0,6.0,137.0,1823.0,235.0,58.0,2.0,304.0,37.0,48.0,29.0,19.0,8.0,0.0,1376.0,248.0,434.0,425.0,1367.0,92.0,95.0,27.0,0.0,41.0,59.0,47.0,86.0,17.2,59.0,5.0,5.0,5.0,7.0,7.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,100.0,62.0,48.0,30.0,22.0,28.0,79.0,35.4,51.0,790.0,233.0,29.5,290.0,320.0,180.0,69.0,24.0,2.0,45.0,82.0,111.0,0.0,2663.0,298.0,861.0,1257.0,734.0,113.0,2433.0,48.0,86.0,55.8,54.0,5.0,1591.0,9362.0,5720.0,237.0,82.0,24.0,1921.0,1561.0,81.3,60.0,70.0,0.0,55.0,48.0,0.0,1.0,0.0,0.0,426.0,65.0,109.0,37.4
Tottenham,21.0,44.0,5.0,55.0,450.0,3.0,1.0,1.0,1.0,12.0,1.0,0.6,0.2,0.8,0.4,0.6,4.6,3.8,2.6,0.91,0.52,1.44,0.76,1.29,5.0,5.0,450.0,6.0,1.2,23.0,18.0,78.3,3.0,0.0,2.0,3.0,60.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,7.4,0.29,1.4,0.29,35.0,83.0,42.2,81.0,13.0,64.2,45.9,49.0,63.3,47.2,60.0,0.0,0.0,1.0,0.2,10.6,47.0,18.0,4.0,38.3,9.4,3.6,0.04,0.11,0.08,-1.6,-1.8,1622.0,2027.0,80.0,30723.0,10274.0,723.0,802.0,90.1,657.0,756.0,86.9,206.0,384.0,53.6,-1.6,33.0,120.0,35.0,6.0,130.0,1795.0,232.0,59.0,4.0,254.0,42.0,39.0,24.0,6.0,14.0,0.0,1386.0,221.0,420.0,421.0,1368.0,74.0,90.0,20.0,3.0,28.0,57.0,50.0,70.0,14.0,49.0,5.0,3.0,5.0,8.0,8.0,6.0,1.2,4.0,0.0,0.0,0.0,2.0,2.0,105.0,54.0,54.0,39.0,12.0,30.0,91.0,33.0,61.0,814.0,193.0,23.7,324.0,336.0,154.0,111.0,39.0,1.0,72.0,96.0,134.0,0.0,2699.0,351.0,886.0,1308.0,633.0,98.0,2472.0,46.0,89.0,51.7,51.0,2.0,1627.0,7140.0,3712.0,142.0,45.0,14.0,1926.0,1622.0,84.2,57.0,63.0,1.0,45.0,59.0,5.0,1.0,1.0,0.0,322.0,75.0,92.0,44.9
Watford,22.0,43.8,5.0,55.0,450.0,6.0,4.0,0.0,0.0,10.0,0.0,1.2,0.8,2.0,1.2,2.0,4.7,4.7,4.0,0.95,0.79,1.74,0.95,1.74,5.0,5.0,450.0,8.0,1.6,21.0,15.0,66.7,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,6.7,0.27,-0.3,-0.07,30.0,71.0,42.3,121.0,29.0,43.0,38.7,42.0,45.2,42.0,48.0,3.0,6.3,3.0,0.6,14.3,50.0,19.0,1.0,38.0,10.0,3.8,0.12,0.32,0.1,1.3,1.3,1616.0,2052.0,78.8,35562.0,11903.0,497.0,586.0,84.8,774.0,899.0,86.1,324.0,497.0,65.2,0.0,41.0,99.0,31.0,6.0,134.0,1809.0,243.0,60.0,4.0,257.0,76.0,50.0,21.0,6.0,11.0,0.0,1267.0,290.0,495.0,418.0,1334.0,97.0,107.0,38.0,3.0,39.0,60.0,54.0,80.0,16.0,63.0,4.0,6.0,3.0,3.0,3.0,10.0,2.0,7.0,0.0,0.0,2.0,1.0,1.0,83.0,46.0,56.0,25.0,2.0,32.0,93.0,34.4,61.0,633.0,173.0,27.3,234.0,287.0,112.0,58.0,18.0,2.0,40.0,62.0,109.0,1.0,2601.0,402.0,1139.0,1044.0,571.0,96.0,2368.0,56.0,92.0,60.9,61.0,12.0,1631.0,8083.0,4832.0,174.0,44.0,32.0,1899.0,1616.0,85.1,55.0,59.0,0.0,67.0,54.0,3.0,0.0,1.0,1.0,352.0,81.0,69.0,54.0
West Ham,18.0,49.8,5.0,55.0,450.0,11.0,9.0,0.0,2.0,4.0,1.0,2.2,1.8,4.0,2.2,4.0,8.2,7.1,6.0,1.63,1.19,2.82,1.42,2.61,5.0,5.0,450.0,7.0,1.4,18.0,10.0,61.1,2.0,2.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.3,0.36,-0.7,-0.15,28.0,61.0,45.9,78.0,17.0,52.6,42.4,37.0,54.1,43.9,45.0,3.0,6.7,1.0,0.2,12.5,75.0,24.0,2.0,32.0,15.0,4.8,0.15,0.46,0.1,2.8,3.9,2039.0,2490.0,81.9,40660.0,13028.0,789.0,883.0,89.4,901.0,1026.0,87.8,319.0,498.0,64.1,3.0,52.0,152.0,49.0,15.0,180.0,2278.0,212.0,35.0,2.0,351.0,76.0,84.0,27.0,18.0,6.0,2.0,1729.0,304.0,457.0,689.0,1533.0,87.0,100.0,31.0,9.0,40.0,49.0,51.0,116.0,23.2,80.0,13.0,6.0,9.0,4.0,4.0,19.0,3.8,17.0,0.0,0.0,1.0,0.0,0.0,88.0,50.0,47.0,29.0,12.0,22.0,70.0,31.4,48.0,676.0,204.0,30.2,243.0,295.0,138.0,57.0,18.0,1.0,39.0,45.0,112.0,1.0,3025.0,289.0,903.0,1409.0,925.0,136.0,2815.0,28.0,52.0,53.8,30.0,2.0,1924.0,10503.0,5488.0,217.0,83.0,19.0,2388.0,2039.0,85.4,51.0,52.0,1.0,38.0,33.0,9.0,1.0,0.0,0.0,395.0,86.0,82.0,51.2
Wolves,18.0,53.0,5.0,55.0,450.0,1.0,0.0,0.0,0.0,13.0,0.0,0.2,0.0,0.2,0.2,0.2,7.0,7.0,5.0,1.39,1.0,2.39,1.39,2.39,5.0,5.0,450.0,5.0,1.0,17.0,14.0,82.4,1.0,0.0,4.0,1.0,20.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,6.3,0.27,1.3,0.27,17.0,36.0,47.2,81.0,22.0,34.6,36.5,26.0,30.8,33.0,22.0,4.0,18.2,8.0,1.6,19.7,81.0,19.0,2.0,23.5,16.2,3.8,0.01,0.05,0.09,-6.0,-6.0,2073.0,2490.0,83.3,44074.0,13352.0,711.0,805.0,88.3,938.0,1053.0,89.1,400.0,550.0,72.7,-5.0,61.0,176.0,41.0,12.0,187.0,2275.0,215.0,53.0,5.0,320.0,115.0,78.0,26.0,4.0,14.0,1.0,1727.0,347.0,416.0,859.0,1389.0,71.0,99.0,39.0,13.0,41.0,63.0,67.0,129.0,25.8,91.0,6.0,16.0,5.0,4.0,4.0,1.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,94.0,57.0,41.0,38.0,15.0,38.0,85.0,44.7,47.0,668.0,210.0,31.4,235.0,291.0,142.0,43.0,9.0,0.0,34.0,71.0,119.0,1.0,3078.0,253.0,938.0,1445.0,905.0,138.0,2869.0,83.0,126.0,65.9,90.0,6.0,2171.0,10620.0,6315.0,282.0,78.0,37.0,2388.0,2073.0,86.8,54.0,52.0,0.0,49.0,41.0,15.0,0.0,2.0,0.0,381.0,64.0,64.0,50.0
