squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_def,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Liverpool,21.0,61.0,6.0,66.0,540.0,15.0,10.0,1.0,1.0,6.0,0.0,2.5,1.67,4.17,2.33,4.0,16.9,16.6,11.7,2.82,1.95,4.78,2.77,4.72,6.0,6.0,540.0,4.0,0.67,18.0,14.0,77.8,4.0,2.0,0.0,4.0,66.7,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,5.1,0.3,1.1,0.18,36.0,61.0,59.0,165.0,28.0,25.5,32.2,33.0,57.6,44.6,59.0,6.0,10.2,9.0,1.5,17.1,140.0,42.0,3.0,30.0,23.33,7.0,0.1,0.33,0.12,-1.9,-2.6,2898.0,3489.0,83.1,58619.0,19356.0,1107.0,1229.0,90.1,1287.0,1447.0,88.9,470.0,708.0,66.4,-1.7,96.0,271.0,88.0,22.0,298.0,3209.0,280.0,64.0,10.0,362.0,125.0,97.0,63.0,8.0,46.0,3.0,2433.0,428.0,628.0,976.0,2219.0,99.0,110.0,38.0,12.0,47.0,108.0,79.0,216.0,36.0,150.0,20.0,11.0,26.0,8.0,8.0,23.0,3.83,17.0,1.0,0.0,5.0,0.0,0.0,87.0,53.0,32.0,41.0,14.0,27.0,77.0,35.1,50.0,791.0,222.0,28.1,233.0,327.0,231.0,73.0,18.0,1.0,55.0,70.0,139.0,0.0,4244.0,375.0,1111.0,1955.0,1427.0,254.0,3965.0,45.0,102.0,44.1,48.0,6.0,2760.0,13092.0,7524.0,352.0,94.0,40.0,3330.0,2898.0,87.0,74.0,69.0,0.0,65.0,44.0,12.0,0.0,0.0,0.0,573.0,101.0,82.0,55.2
Manchester City,20.0,66.5,6.0,66.0,540.0,11.0,8.0,0.0,0.0,7.0,0.0,1.83,1.33,3.17,1.83,3.17,13.9,13.9,9.9,2.31,1.65,3.96,2.31,3.96,6.0,6.0,540.0,1.0,0.17,5.0,4.0,80.0,4.0,1.0,1.0,5.0,83.3,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.9,0.18,-0.1,-0.02,20.0,34.0,58.8,139.0,30.0,20.9,29.2,26.0,19.2,33.7,29.0,1.0,3.4,8.0,1.33,18.0,114.0,30.0,3.0,26.3,19.0,5.0,0.1,0.37,0.12,-2.9,-2.9,3464.0,3959.0,87.5,65818.0,18334.0,1384.0,1496.0,92.5,1606.0,1746.0,92.0,442.0,615.0,71.9,-1.9,84.0,283.0,87.0,15.0,280.0,3689.0,270.0,64.0,7.0,433.0,95.0,111.0,60.0,28.0,10.0,3.0,3101.0,386.0,472.0,1255.0,2405.0,99.0,113.0,42.0,12.0,43.0,89.0,79.0,182.0,30.33,146.0,13.0,7.0,9.0,6.0,6.0,16.0,2.67,14.0,0.0,0.0,2.0,0.0,0.0,93.0,60.0,32.0,43.0,18.0,29.0,79.0,36.7,50.0,680.0,200.0,29.4,126.0,314.0,240.0,60.0,20.0,1.0,40.0,63.0,102.0,1.0,4582.0,288.0,932.0,2446.0,1501.0,276.0,4317.0,63.0,105.0,60.0,68.0,7.0,3429.0,17064.0,10075.0,490.0,105.0,74.0,3828.0,3464.0,90.5,65.0,59.0,0.0,52.0,50.0,16.0,0.0,0.0,0.0,455.0,84.0,66.0,56.0
Manchester Utd,20.0,59.2,6.0,66.0,540.0,13.0,11.0,0.0,1.0,11.0,0.0,2.17,1.83,4.0,2.17,4.0,9.9,9.2,6.6,1.65,1.1,2.75,1.53,2.63,6.0,6.0,540.0,5.0,0.83,21.0,17.0,76.2,4.0,1.0,1.0,1.0,16.7,1.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,5.7,0.26,1.7,0.28,20.0,30.0,66.7,87.0,18.0,19.5,28.6,44.0,29.5,31.1,52.0,3.0,5.8,1.0,0.17,12.5,106.0,34.0,4.0,32.1,17.67,5.67,0.12,0.38,0.09,3.1,3.8,2792.0,3305.0,84.5,52893.0,16126.0,1218.0,1354.0,90.0,1165.0,1316.0,88.5,368.0,521.0,70.6,4.4,83.0,233.0,57.0,9.0,238.0,3036.0,269.0,59.0,13.0,488.0,134.0,81.0,42.0,15.0,19.0,5.0,2437.0,414.0,454.0,1071.0,1954.0,85.0,113.0,36.0,9.0,48.0,103.0,71.0,172.0,28.67,130.0,15.0,7.0,9.0,9.0,9.0,23.0,3.83,21.0,0.0,0.0,2.0,0.0,0.0,86.0,54.0,36.0,33.0,17.0,25.0,79.0,31.6,54.0,714.0,214.0,30.0,198.0,345.0,171.0,79.0,19.0,1.0,60.0,67.0,155.0,1.0,4032.0,333.0,1097.0,1950.0,1264.0,181.0,3766.0,72.0,107.0,67.3,77.0,6.0,2654.0,14323.0,8741.0,374.0,115.0,44.0,3208.0,2792.0,87.0,65.0,78.0,0.0,56.0,46.0,10.0,0.0,1.0,1.0,479.0,90.0,60.0,60.0
Newcastle Utd,22.0,42.3,6.0,66.0,540.0,7.0,6.0,0.0,0.0,13.0,0.0,1.17,1.0,2.17,1.17,2.17,8.1,8.1,6.3,1.36,1.05,2.41,1.36,2.41,6.0,6.0,540.0,14.0,2.33,33.0,21.0,63.6,0.0,3.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,6.0,0.0,1.0,0.0,11.0,0.27,-3.0,-0.49,44.0,115.0,38.3,119.0,17.0,58.0,45.7,63.0,73.0,56.3,54.0,3.0,5.6,0.0,0.0,12.1,85.0,25.0,2.0,29.4,14.17,4.17,0.08,0.28,0.1,-1.1,-1.1,1672.0,2181.0,76.7,35042.0,12321.0,648.0,744.0,87.1,703.0,827.0,85.0,294.0,538.0,54.6,-0.3,61.0,122.0,35.0,14.0,116.0,1910.0,271.0,61.0,7.0,306.0,77.0,76.0,28.0,18.0,10.0,0.0,1366.0,285.0,530.0,589.0,1300.0,96.0,97.0,23.0,11.0,54.0,49.0,45.0,128.0,21.33,86.0,11.0,10.0,12.0,5.0,5.0,13.0,2.17,11.0,0.0,0.0,1.0,0.0,0.0,115.0,75.0,71.0,31.0,13.0,38.0,98.0,38.8,60.0,757.0,232.0,30.6,343.0,301.0,113.0,108.0,32.0,1.0,76.0,70.0,143.0,1.0,2902.0,431.0,1172.0,1167.0,732.0,139.0,2634.0,51.0,86.0,59.3,59.0,2.0,1706.0,9461.0,5530.0,200.0,70.0,28.0,2043.0,1672.0,81.8,56.0,75.0,0.0,56.0,53.0,13.0,0.0,3.0,0.0,444.0,105.0,87.0,54.7
Norwich City,21.0,46.3,6.0,66.0,540.0,2.0,1.0,1.0,1.0,9.0,0.0,0.33,0.17,0.5,0.17,0.33,5.3,4.5,3.6,0.88,0.59,1.48,0.76,1.35,6.0,6.0,540.0,16.0,2.67,30.0,15.0,50.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,3.0,1.0,13.0,0.41,-2.0,-0.33,38.0,103.0,36.9,197.0,28.0,42.1,37.9,51.0,39.2,37.4,51.0,3.0,5.9,4.0,0.67,12.6,61.0,14.0,4.0,23.0,10.17,2.33,0.02,0.07,0.08,-3.3,-3.5,2190.0,2696.0,81.2,43610.0,14174.0,849.0,947.0,89.7,954.0,1067.0,89.4,343.0,583.0,58.8,-2.6,43.0,127.0,41.0,11.0,152.0,2400.0,296.0,73.0,3.0,427.0,83.0,63.0,25.0,19.0,5.0,0.0,1838.0,327.0,531.0,804.0,1601.0,86.0,125.0,35.0,6.0,45.0,54.0,54.0,90.0,15.0,64.0,9.0,3.0,5.0,7.0,7.0,4.0,0.67,3.0,0.0,0.0,0.0,1.0,1.0,99.0,60.0,56.0,37.0,6.0,48.0,118.0,40.7,70.0,922.0,228.0,24.7,405.0,345.0,172.0,102.0,35.0,1.0,67.0,103.0,149.0,2.0,3431.0,556.0,1534.0,1418.0,662.0,108.0,3142.0,57.0,115.0,49.6,66.0,3.0,2108.0,10225.0,5557.0,187.0,52.0,14.0,2548.0,2190.0,85.9,70.0,59.0,0.0,49.0,70.0,8.0,1.0,1.0,1.0,405.0,72.0,87.0,45.3
Southampton,19.0,47.8,6.0,66.0,540.0,3.0,1.0,1.0,1.0,10.0,0.0,0.5,0.17,0.67,0.33,0.5,7.5,6.8,5.2,1.26,0.87,2.12,1.13,2.0,6.0,6.0,540.0,7.0,1.17,20.0,13.0,65.0,0.0,4.0,2.0,2.0,33.3,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,8.0,0.4,1.0,0.17,27.0,96.0,28.1,126.0,22.0,46.8,40.6,45.0,82.2,61.4,54.0,8.0,14.8,0.0,0.0,12.3,74.0,21.0,4.0,28.4,12.33,3.5,0.03,0.1,0.1,-4.5,-4.8,2003.0,2602.0,77.0,36971.0,12249.0,872.0,984.0,88.6,873.0,1053.0,82.9,225.0,473.0,47.6,-4.2,52.0,150.0,36.0,7.0,171.0,2329.0,273.0,65.0,3.0,355.0,46.0,68.0,34.0,21.0,11.0,0.0,1734.0,330.0,538.0,547.0,1736.0,110.0,116.0,31.0,2.0,50.0,64.0,59.0,113.0,18.83,82.0,5.0,5.0,7.0,9.0,9.0,5.0,0.83,2.0,0.0,0.0,1.0,1.0,1.0,115.0,72.0,54.0,36.0,25.0,32.0,94.0,34.0,62.0,915.0,281.0,30.7,328.0,369.0,218.0,80.0,27.0,2.0,53.0,99.0,127.0,0.0,3322.0,354.0,1059.0,1552.0,948.0,142.0,3054.0,56.0,104.0,53.8,62.0,5.0,2073.0,11933.0,7156.0,299.0,102.0,30.0,2429.0,2003.0,82.5,73.0,75.0,0.0,67.0,56.0,3.0,1.0,0.0,0.0,531.0,81.0,125.0,39.3
Tottenham,21.0,45.5,6.0,66.0,540.0,4.0,2.0,1.0,1.0,13.0,1.0,0.67,0.33,1.0,0.5,0.83,5.6,4.8,3.6,0.93,0.6,1.53,0.8,1.4,6.0,6.0,540.0,9.0,1.5,30.0,22.0,73.3,3.0,0.0,3.0,3.0,50.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,10.0,0.3,1.0,0.17,44.0,98.0,44.9,102.0,15.0,62.7,44.4,56.0,60.7,45.6,63.0,0.0,0.0,1.0,0.17,10.9,57.0,22.0,4.0,38.6,9.5,3.67,0.05,0.14,0.09,-1.6,-1.8,2050.0,2532.0,81.0,39072.0,12694.0,909.0,1001.0,90.8,826.0,940.0,87.9,271.0,489.0,55.4,-1.6,42.0,156.0,39.0,8.0,158.0,2244.0,288.0,73.0,5.0,306.0,64.0,50.0,28.0,9.0,15.0,0.0,1754.0,272.0,506.0,528.0,1714.0,87.0,117.0,23.0,6.0,37.0,70.0,60.0,85.0,14.17,59.0,8.0,3.0,6.0,8.0,8.0,8.0,1.33,6.0,0.0,0.0,0.0,2.0,2.0,120.0,63.0,57.0,49.0,14.0,35.0,99.0,35.4,64.0,950.0,224.0,23.6,359.0,406.0,185.0,121.0,40.0,1.0,81.0,105.0,157.0,0.0,3324.0,412.0,1048.0,1643.0,800.0,112.0,3042.0,52.0,103.0,50.5,57.0,2.0,2023.0,9230.0,4866.0,207.0,69.0,17.0,2405.0,2050.0,85.2,74.0,75.0,1.0,58.0,71.0,9.0,1.0,1.0,0.0,390.0,86.0,108.0,44.3
Watford,24.0,45.2,6.0,66.0,540.0,7.0,5.0,0.0,0.0,14.0,0.0,1.17,0.83,2.0,1.17,2.0,6.0,6.0,5.0,0.99,0.84,1.83,0.99,1.83,6.0,6.0,540.0,9.0,1.5,27.0,20.0,70.4,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,2.0,1.0,8.1,0.27,0.1,0.02,38.0,86.0,44.2,135.0,33.0,43.0,38.2,55.0,50.9,43.8,55.0,4.0,7.3,5.0,0.83,14.8,67.0,24.0,2.0,35.8,11.17,4.0,0.1,0.29,0.09,1.0,1.0,1909.0,2438.0,78.3,41988.0,14273.0,595.0,704.0,84.5,913.0,1061.0,86.1,378.0,590.0,64.1,0.0,54.0,128.0,37.0,7.0,173.0,2137.0,301.0,72.0,4.0,295.0,87.0,61.0,26.0,9.0,13.0,0.0,1482.0,358.0,598.0,506.0,1572.0,114.0,133.0,44.0,3.0,48.0,77.0,66.0,109.0,18.17,86.0,6.0,8.0,4.0,4.0,4.0,12.0,2.0,8.0,1.0,0.0,2.0,1.0,1.0,100.0,58.0,64.0,31.0,5.0,36.0,108.0,33.3,72.0,769.0,211.0,27.4,281.0,344.0,144.0,75.0,24.0,2.0,51.0,74.0,125.0,2.0,3109.0,452.0,1283.0,1295.0,723.0,116.0,2819.0,76.0,120.0,63.3,82.0,17.0,1912.0,9885.0,5928.0,218.0,58.0,39.0,2268.0,1909.0,84.2,65.0,74.0,0.0,86.0,65.0,4.0,0.0,1.0,1.0,429.0,100.0,94.0,51.5
West Ham,18.0,49.3,6.0,66.0,540.0,12.0,10.0,0.0,2.0,6.0,1.0,2.0,1.67,3.67,2.0,3.67,10.1,9.0,7.6,1.68,1.26,2.94,1.51,2.77,6.0,6.0,540.0,8.0,1.33,23.0,14.0,65.2,3.0,2.0,1.0,1.0,16.7,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,7.9,0.36,-0.1,-0.01,33.0,73.0,45.2,101.0,24.0,47.5,40.6,43.0,58.1,45.6,52.0,3.0,5.8,1.0,0.17,12.1,94.0,30.0,4.0,31.9,15.67,5.0,0.13,0.4,0.1,1.9,3.0,2342.0,2879.0,81.3,46644.0,15644.0,919.0,1028.0,89.4,1026.0,1175.0,87.3,363.0,578.0,62.8,2.4,66.0,175.0,52.0,15.0,213.0,2621.0,258.0,44.0,3.0,402.0,88.0,92.0,34.0,20.0,11.0,2.0,1971.0,351.0,557.0,812.0,1743.0,103.0,122.0,39.0,9.0,44.0,56.0,60.0,146.0,24.33,100.0,16.0,9.0,10.0,6.0,6.0,21.0,3.5,18.0,0.0,1.0,1.0,0.0,0.0,107.0,62.0,56.0,35.0,16.0,32.0,90.0,35.6,58.0,762.0,226.0,29.7,272.0,327.0,163.0,69.0,24.0,1.0,45.0,54.0,138.0,2.0,3527.0,351.0,1084.0,1616.0,1081.0,159.0,3271.0,37.0,66.0,56.1,41.0,2.0,2233.0,12839.0,6667.0,260.0,101.0,27.0,2749.0,2342.0,85.2,60.0,65.0,1.0,44.0,43.0,9.0,1.0,0.0,0.0,469.0,103.0,100.0,50.7
Wolves,18.0,51.3,6.0,66.0,540.0,2.0,1.0,0.0,0.0,13.0,0.0,0.33,0.17,0.5,0.33,0.5,7.9,7.9,5.9,1.32,0.98,2.3,1.32,2.3,6.0,6.0,540.0,5.0,0.83,23.0,20.0,87.0,2.0,0.0,4.0,2.0,33.3,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,6.7,0.22,1.7,0.29,29.0,60.0,48.3,111.0,29.0,42.3,40.9,32.0,40.6,38.2,34.0,5.0,14.7,8.0,1.33,17.8,86.0,22.0,2.0,25.6,14.33,3.67,0.02,0.09,0.1,-5.9,-5.9,2373.0,2891.0,82.1,50458.0,15721.0,825.0,946.0,87.2,1059.0,1198.0,88.4,457.0,647.0,70.6,-4.9,65.0,206.0,45.0,12.0,214.0,2630.0,261.0,68.0,5.0,386.0,122.0,82.0,31.0,5.0,16.0,1.0,1969.0,416.0,506.0,970.0,1615.0,90.0,118.0,46.0,13.0,53.0,79.0,75.0,137.0,22.83,95.0,7.0,18.0,6.0,4.0,4.0,3.0,0.5,0.0,0.0,2.0,1.0,0.0,0.0,109.0,69.0,52.0,41.0,16.0,48.0,103.0,46.6,55.0,797.0,251.0,31.5,297.0,326.0,174.0,63.0,17.0,0.0,46.0,76.0,161.0,1.0,3602.0,344.0,1139.0,1672.0,1025.0,153.0,3350.0,92.0,141.0,65.2,101.0,7.0,2503.0,11995.0,7125.0,320.0,89.0,39.0,2772.0,2373.0,85.6,65.0,63.0,0.0,57.0,52.0,16.0,0.0,2.0,0.0,463.0,80.0,80.0,50.0
